nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Sengoku Basara 2 Heroes,Wii,Action,Capcom,0.01,,,,,,
NHL 13,X360,Sports,Electronic Arts,0.59,11-Sep-12,83.0,44.0,6.6,73.0,Electronic Arts
Hot Shots Golf: World Invitational,PSV,Sports,Sony Computer Entertainment,0.43,7-Feb-12,76.0,55.0,8.2,59.0,Clap Hanz
Night at the Museum: Battle of the Smithsonian,X360,Action,Majesco Entertainment,0.11,5-May-09,50.0,15.0,7.7,6.0,Majesco Games
"Sakura Wars: So Long, My Love",Wii,Role-Playing,Ackkstudios,0.09,30-Mar-10,75.0,30.0,7,26.0,Idea Factory
Shaun White Skateboarding,X360,Sports,Ubisoft,0.14,24-Oct-10,61.0,34.0,4.5,4.0,Ubisoft Montreal
New Super Mario Bros. U,WiiU,Action,Nintendo,3.64,18-Nov-12,84.0,70.0,7.9,356.0,Nintendo
The Last Remnant,X360,Role-Playing,Square Enix,0.66,20-Nov-08,66.0,49.0,7,110.0,Square Enix
Professor Layton vs Ace Attorney,3DS,Adventure,Level 5,0.3,TBA 2014,,,,,Level 5
NieR,X360,Role-Playing,Square Enix,0.26,27-Apr-10,67.0,60.0,8.5,82.0,Cavia Inc.
Basketball Hall of Fame Ultimate Hoops Challenge,Wii,Sports,Zoo Games,0.06,,,,,,
FIFA Soccer 14,3DS,Sports,Electronic Arts,0.14,,,,,,
Tom Clancy's HAWX 2,Wii,Action,Ubisoft,0.09,9-Nov-10,47.0,11.0,tbd,,Ubisoft
Lucha Libre AAA: Heroes del Ring,PS3,Fighting,Konami Digital Entertainment,0.09,12-Oct-10,54.0,6.0,6.8,9.0,Immersion Software & Graphics
Macross 30: Ginga o Tsunagu Utagoe,PS3,Shooter,Namco Bandai Games,0.1,,,,,,
NASCAR Kart Racing,Wii,Racing,Electronic Arts,0.42,10-Feb-09,70.0,12.0,7.7,7.0,Electronic Arts
Takt of Magic,Wii,Role-Playing,Nintendo,0.01,,,,,,
Uta no Prince-Sama: Debut,PSP,Action,Broccoli,0.09,,,,,,
Sonic Riders: Zero Gravity,Wii,Racing,Sega,0.84,8-Jan-08,56.0,26.0,7.8,38.0,Sonic Team
Air Conflicts: Secret Wars,X360,Simulation,bitComposer Games,0.06,28-Sep-11,61.0,14.0,tbd,,Games Farm
SpongeBob's Boating Bash,Wii,Misc,THQ,0.33,2-Mar-10,,,7.5,4.0,Impulse Games
Amnesia,PSP,Adventure,Idea Factory,0.04,,,,,,
F1 2013,X360,Action,Codemasters,0.23,8-Oct-13,79.0,29.0,8.2,17.0,Codemasters
International Cricket 2010,PS3,Sports,Codemasters,0.17,,,,,,
Yoake Yori Ruriiro na Portable,PSP,Adventure,Kadokawa Shoten,0.02,,,,,,
Lumines ll,PSP,Puzzle,Disney Interactive Studios,0.3,,,,,,
Cars: Mater-National Championship,PS3,Racing,THQ,0.41,30-Oct-07,63.0,8.0,4.8,4.0,Rainbow Studios
Uta no Prince-Sama: Music 2,PSP,Adventure,Broccoli,0.09,,,,,,
Saw II: Flesh & Blood,PS3,Action,Konami Digital Entertainment,0.15,,,,,,
UEFA Euro 2008 Austria-Switzerland,PSP,Sports,Electronic Arts,0.23,,,,,,
WipeOut 3 The Game,3DS,Action,Activision,0.12,,,,,,
Hitman: Absolution,PS3,Action,Square Enix,1.79,20-Nov-12,83.0,30.0,7.4,398.0,Io Interactive
Madden NFL 13,PSV,Sports,Electronic Arts,0.27,28-Aug-12,63.0,6.0,7.3,34.0,EA Tiburon
Up,PS3,Adventure,THQ,0.23,26-May-09,65.0,5.0,6.5,4.0,Heavy Iron Studios
Yu-Gi-Oh! 5D's: Duel Transer,Wii,Strategy,Konami Digital Entertainment,0.14,,,,,,
Samurai Shodown Anthology,Wii,Fighting,Ignition Entertainment,0.05,14-Apr-09,74.0,6.0,tbd,,SNK Playmore
Deepak Chopra's Leela,Wii,Misc,THQ,0.11,8-Nov-11,,,tbd,,Curious Pictures
Fight Night Round 4,X360,Fighting,Electronic Arts,1.36,23-Jun-09,87.0,77.0,8,79.0,EA Canada
Champion Jockey: G1 Jockey & Gallop Racer,Wii,Sports,Tecmo Koei,0.07,,,,,,
The Amazing Spider-Man (Console Version),Wii,Action,Activision,0.12,,,,,,
Fritz Chess,Wii,Strategy,Deep Silver,0.02,10-Jul-09,,,tbd,,Deep Silver
NBA 2K14,PS4,Sports,Take-Two Interactive,0.69,12-Nov-13,85.0,20.0,6.4,217.0,Visual Concepts
LEGO Star Wars III: The Clone Wars,PS3,Action,LucasArts,0.94,22-Mar-11,76.0,36.0,7.2,19.0,Traveller's Tales
Shin Dynasty Warriors Gundam,PS3,Action,Namco Bandai Games,0.21,,,,,,
Assassin's Creed IV: Black Flag,PS4,Action,Ubisoft,1.31,12-Nov-13,83.0,28.0,7.8,480.0,Ubisoft
Armored Core: Verdict Day,X360,Action,From Software,0.01,24-Sep-13,65.0,8.0,6.7,7.0,From Software
Aladdin Magic Racer,Wii,Racing,Big Ben Interactive,0.01,Aug-11,,,,,Red Wagon
Bleach: Shattered Blade,Wii,Fighting,Sega,0.31,9-Oct-07,58.0,30.0,7.4,21.0,Polygon Magic
WWE 2K14,X360,Sports,Take-Two Interactive,0.72,29-Oct-13,75.0,42.0,7.4,65.0,Yuke's
Madden NFL 08,PSP,Sports,Electronic Arts,0.71,14-Aug-07,75.0,10.0,8.3,6.0,EA Tiburon
Okami,PS3,Adventure,Capcom,0.14,,,,,,
The Spiderwick Chronicles,Wii,Action,Vivendi Games,0.19,5-Feb-08,62.0,13.0,tbd,,Stormfront Studios
Naruto Shippuden: Legends: Akatsuki Rising,PSP,Fighting,Namco Bandai Games,0.15,6-Oct-09,60.0,15.0,6.4,8.0,Namco Bandai Games
Maximum Racing: Super Truck Racer,Wii,Racing,Unknown,0.01,,,,tbd,,
WSC REAL 09: World Snooker Championship,PS3,Sports,Deep Silver,0.01,,,,,,
The Cursed Crusade,X360,Action,DTP Entertainment,0.12,25-Oct-11,39.0,27.0,3.3,22.0,Kylotonn
Angry Birds: Star Wars,PS3,Strategy,Activision,0.1,29-Oct-13,49.0,6.0,3,15.0,Rovio Entertainment Ltd
Koisuru Otome to Shugo no Tate Portable,PSP,Adventure,Alchemist,0.02,,,,,,
Battlefield: Bad Company,PS3,Shooter,Electronic Arts,1.28,23-Jun-08,84.0,50.0,8.1,165.0,EA DICE
James Bond 007: Legends,WiiU,Shooter,Activision,0.06,,,,,,
Kannou Mukashi Banashi Portable,PSP,Adventure,Idea Factory,0.02,,,,,,
Valhalla Knights 3,PSV,Action,Xseed Games,0.11,15-Oct-13,48.0,19.0,7.2,35.0,K2
Major League Baseball 2K10,Wii,Sports,Take-Two Interactive,0.26,2-Mar-10,53.0,4.0,tbd,,Visual Concepts
Petz: Catz 2,Wii,Simulation,Ubisoft,0.44,14-Nov-07,,,5.8,6.0,Ubisoft
Tomb Raider: Legend,PSP,Action,Eidos Interactive,0.44,21-Jun-06,67.0,28.0,7.7,21.0,Buzz Monkey
nail'd,PS3,Racing,Deep Silver,0.08,30-Nov-10,66.0,36.0,6.5,10.0,Techland
Ratchet & Clank Future: Quest for Booty,PS3,Platform,Sony Computer Entertainment,0.08,,,,,,
Ore wa Shoujo Mangaka,PSP,Action,Giza10,0.02,,,,,,
Roogoo Twisted Towers,Wii,Puzzle,SouthPeak Games,0.05,30-Jun-09,67.0,13.0,tbd,,SpiderMonk
Makai Ouji: Devils and Realist - Dairiou no Hihou,3DS,Action,Namco Bandai Games,0.01,,,,,,
Hasbro Family Game Night 3,X360,Misc,Electronic Arts,0.19,26-Oct-10,,,tbd,,Electronic Arts
thinkSMART FAMILY!,Wii,Misc,Conspiracy Entertainment,0.03,22-Jun-10,,,tbd,,Mentor Interactive
Naruto: Ultimate Ninja Heroes (JP sales),PSP,Fighting,Namco Bandai Games,0.06,,,,,,
Valhalla Knights: Eldar Saga,Wii,Role-Playing,Rising Star Games,0.13,30-Sep-09,35.0,17.0,7.1,14.0,"K2, Kurogane"
Punch-Out!!,Wii,Sports,Nintendo,0.25,,,,,,
Madden NFL 11,PSP,Sports,Electronic Arts,0.35,10-Aug-10,,,tbd,,EA Tiburon
2010 FIFA World Cup South Africa,Wii,Sports,Electronic Arts,0.4,27-Apr-10,70.0,19.0,6.3,9.0,Electronic Arts
PoPoLoCrois,PSP,Role-Playing,Ignition Entertainment,0.06,29-Nov-05,66.0,41.0,7.8,13.0,G-Artists
Monkey Mischief! Party Time,Wii,Misc,Activision,0.09,18-Nov-08,,,tbd,,Ivolgamus
Aedis Eclipse: Generation of Chaos,PSP,Role-Playing,Idea Factory,0.02,24-Apr-07,62.0,20.0,6.4,7.0,Neverland
The Godfather (US & Others sales),X360,Action,Electronic Arts,0.21,,,,,,
Shinken de Watashi ni Koi Shinasai! R,PS3,Action,Minato Station,0.02,,,,,,
Final Fantasy XIV: A Realm Reborn,PS3,Role-Playing,Square Enix,0.7,,,,,,
Dancing on Ice,Wii,Sports,Ghostlight,0.09,,,,,,
Jyuzaengi: Engetsu Sangokuden,PSP,Action,Idea Factory,0.03,,,,,,
Full Auto 2: Battlelines,PS3,Racing,Sega,0.17,7-Dec-06,67.0,43.0,7.6,22.0,Pseudo Interactive
MX vs. ATV Untamed,PSP,Racing,THQ,0.63,17-Dec-07,59.0,12.0,tbd,,Rainbow Studios
Who Wants to be a Millionaire: 2nd Edition,Wii,Misc,Ubisoft,0.02,,,,,,
Tornado Outbreak,Wii,Action,Konami Digital Entertainment,0.08,29-Sep-09,71.0,7.0,8.8,4.0,Loose Cannon Studios
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,Misc,Namco Bandai Games,0.05,,,,,,
Diablo III,X360,Role-Playing,Activision,0.74,3-Sep-13,87.0,42.0,6.7,313.0,Blizzard Entertainment
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,Role-Playing,Bethesda Softworks,0.23,25-Aug-09,,,tbd,,Bethesda Softworks
Football Manager 2012,PSP,Sports,Sega,0.11,,,,,,
Virtua Tennis 4: World Tour,PSV,Sports,Sega,0.31,15-Feb-12,77.0,35.0,7.9,43.0,Sega
Hyakumanton no Bara Bara,PSP,Strategy,Sony Computer Entertainment,0.03,,,,,,
ToraDora Portable!,PSP,Adventure,Namco Bandai Games,0.08,,,,,,
Scene It? Bright Lights! Big Screen!,X360,Misc,Warner Bros. Interactive Entertainment,0.12,,,,,,
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,Role-Playing,Gust,0.02,,,,,,
Metal Gear Solid: Peace Walker,PSP,Action,Konami Digital Entertainment,1.97,8-Jun-10,89.0,66.0,8.9,273.0,Kojima Productions
Angry Birds: Star Wars,3DS,Strategy,Activision,0.11,29-Oct-13,,,2.8,4.0,Rovio Entertainment Ltd
Soul Sacrifice,PSV,Action,Sony Computer Entertainment,0.41,30-Apr-13,77.0,71.0,8.2,226.0,"SCE Japan Studio, comcept"
Fuzion Frenzy 2,X360,Misc,Microsoft Game Studios,0.15,30-Jan-07,49.0,47.0,4.7,26.0,Hudson Soft
Kurohyou: Ryu ga Gotoku Shinshou,PSP,Adventure,Sega,0.29,,,,,,
Army of Two: The Devil's Cartel,PS3,Shooter,Electronic Arts,0.19,26-Mar-13,58.0,27.0,6.1,72.0,Visceral Games
Hannah Montana: Spotlight World Tour,Wii,Action,Disney Interactive Studios,1.38,6-Nov-07,,,6.8,19.0,Avalanche Software
Nayuta no Kiseki,PSP,Action,Nihon Falcom Corporation,0.13,,,,,,
Moujuutsukai to Oujisama Portable,PSP,Adventure,Idea Factory,0.02,,,,,,
The Tomb Raider Trilogy,PS3,Action,Square Enix,0.72,22-Mar-11,78.0,37.0,7.8,41.0,Crystal Dynamics
Arabians Lost: The Engagement on Desert,PSP,Adventure,Quinrose,0.01,,,,,,
Mayhem 3D,X360,Racing,Evolved Games,0.05,25-Mar-11,47.0,4.0,8.1,7.0,Zoo Games
Tetris Axis,3DS,Puzzle,Tetris Online,0.36,2-Oct-11,74.0,33.0,6.4,19.0,Hudson Soft
FIFA Soccer 11,PS3,Sports,Electronic Arts,5.0,28-Sep-10,89.0,51.0,8.1,197.0,EA Sports
Final Fantasy XIII-2,X360,Role-Playing,Square Enix,0.69,31-Jan-12,79.0,50.0,6.1,222.0,Square Enix
Hexyz Force,PSP,Role-Playing,Atlus,0.14,2-Jun-10,68.0,13.0,7.8,16.0,Sting
Pro Yakyuu Spirits 2012,PS3,Action,Konami Digital Entertainment,0.19,,,,,,
Nizu no Senritsu Portable 2: Hi no Kioku,PSP,Adventure,CyberFront,0.01,,,,,,
Cabela's Big Game Hunter (2008),X360,Sports,Activision Value,0.05,7-Nov-07,51.0,5.0,tbd,,FUN Labs
Indianapolis 500 Evolution,X360,Racing,Zushi Games,0.02,22-Sep-09,,,tbd,,Destineer
Guilty Gear 2: Overture,X360,Fighting,505 Games,0.01,7-Oct-08,56.0,12.0,6.5,4.0,Arc System Works
Monster Hunter Tri,WiiU,Role-Playing,Nintendo,0.47,,,,,,
S.Y.K Renshouden Portable,PSP,Adventure,Idea Factory,0.04,,,,,,
Supremacy MMA,PSV,Fighting,505 Games,0.03,27-Mar-12,43.0,6.0,4.5,6.0,Kung Fu Factory
Wall-E,Wii,Platform,THQ,1.0,24-Jun-08,51.0,18.0,3.3,7.0,Heavy Iron Studios
Dance Central 2,X360,Misc,Microsoft Game Studios,1.95,25-Oct-11,86.0,56.0,8.1,53.0,Harmonix Music Systems
NBA Live 14,XOne,Sports,Electronic Arts,0.08,19-Nov-13,36.0,14.0,3.5,62.0,EA Sports
NCAA Football 08,X360,Sports,Electronic Arts,0.68,17-Jul-07,81.0,30.0,7.7,43.0,EA Sports
College Hoops 2K6,X360,Sports,Take-Two Interactive,0.12,7-Mar-06,70.0,17.0,8.3,8.0,2K Sports
Monster Hunter Frontier Online: Forward 2,X360,Role-Playing,Capcom,0.03,,,,,,
Need for Speed: Most Wanted,X360,Racing,Electronic Arts,1.13,16-Nov-05,83.0,54.0,8.3,102.0,EA Canada
Chessmaster: The Art of Learning,PSP,Misc,Ubisoft,0.1,12-Feb-08,64.0,4.0,8.8,14.0,Ubisoft
Prototype 2,PS3,Action,Activision,0.61,24-Apr-12,79.0,39.0,6.7,128.0,Radical Entertainment
King's Field: Additional I,PSP,Role-Playing,From Software,0.01,,,,,,
Shin Megami Tensei: Persona 3 Portable,PSP,Role-Playing,Ghostlight,0.58,6-Jul-10,89.0,40.0,8.9,173.0,Atlus
Tak and the Guardians of Gross,Wii,Action,THQ,0.15,13-Oct-08,63.0,5.0,8,5.0,THQ
PAC-MAN and the Ghostly Adventures,PS3,Action,Namco Bandai Games,0.02,29-Oct-13,,,tbd,,Namco Bandai Games America
Brothers in Arms: Furious 4,PS3,Shooter,Ubisoft,0.07,TBA,,,,,Gearbox Software
Sonic Unleashed,X360,Platform,Sega,0.88,20-Nov-08,60.0,50.0,7.6,134.0,Sonic Team
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,Misc,Daito,0.06,,,,,,
NFL Head Coach 09,X360,Sports,Electronic Arts,0.1,3-Sep-08,67.0,14.0,8.7,26.0,EA Tiburon
4 Elements,3DS,Puzzle,Licensed 4U,0.01,TBA,,,,,Licensed 4U
Atelier Escha & Logy: Alchemist of Dusk Sky,PS3,Role-Playing,Tecmo Koei,0.1,,,,,,
AKB1/48: Idol to Koishitara...,PSP,Misc,Namco Bandai Games,0.41,,,,,,
Tom Clancy's Ghost Recon Advanced Warfighter,X360,Shooter,Ubisoft,1.5,9-Mar-06,90.0,78.0,7.9,185.0,Ubisoft Paris
Hole in the Wall: Deluxe Edition,X360,Misc,Ubisoft,0.09,20-Nov-11,,,tbd,,Ubisoft
F1 2011,X360,Racing,Codemasters,0.67,20-Sep-11,84.0,61.0,7.3,48.0,Codemasters
Grand Theft Auto IV,PS3,Action,Take-Two Interactive,10.05,29-Apr-08,98.0,64.0,7.4,2120.0,Rockstar North
Let's Play Garden,Wii,Simulation,Deep Silver,0.02,25-May-10,,,tbd,,Deep Silver
Yu-Gi-Oh! 5D's Tag Force 6,PSP,Strategy,Konami Digital Entertainment,0.16,,,,,,
Sengoku Musou 3 Z,PS3,Action,Ackkstudios,0.33,,,,,,
Cake Mania: In The Mix!,Wii,Puzzle,Majesco Entertainment,0.14,,,,,,
Frontier Gate,PSP,Role-Playing,Konami Digital Entertainment,0.11,,,,,,
The Walking Dead: Survival Instinct,WiiU,Misc,Activision,0.05,19-Mar-13,,,4.1,47.0,Terminal Reality
Unit 13,PSV,Shooter,Sony Computer Entertainment,0.37,6-Mar-12,71.0,60.0,7.5,134.0,Zipper Interactive
Devil May Cry 4,PS3,Action,Capcom,1.5,5-Feb-08,84.0,63.0,8.2,219.0,Capcom
Mario & Sonic at the Olympic Games,Wii,Sports,Sega,7.91,,,,,,
Fable,X360,Role-Playing,Microsoft Game Studios,0.02,,,,,,
Avatar: The Last Airbender,PSP,Adventure,THQ,0.11,10-Oct-06,57.0,9.0,6.5,8.0,TOSE
Rocksmith,X360,Misc,Ubisoft,0.99,18-Oct-11,77.0,30.0,8.2,61.0,Ubisoft
NHL 2K9,Wii,Sports,Take-Two Interactive,0.06,8-Sep-08,65.0,11.0,5.4,19.0,Visual Concepts
Ben 10 Alien Force: Vilgax Attacks,Wii,Action,D3Publisher,0.43,27-Oct-09,65.0,5.0,4,4.0,Papaya Studios
Romeo Vs. Juliet,PSP,Adventure,Quinrose,0.01,,,,,,
Disney Infinity,PS3,Action,Disney Interactive Studios,0.57,18-Aug-13,75.0,21.0,5.6,38.0,Avalanche Software
Lord of the Rings: Battle for Middle-Earth,X360,Strategy,Electronic Arts,0.28,,,,,,
Resident Evil: The Mercenaries 3D,3DS,Shooter,Capcom,0.41,28-Jun-11,65.0,69.0,6.5,92.0,Capcom
Imagine: Fashion Party,Wii,Simulation,Ubisoft,0.25,3-Feb-09,,,tbd,,"Virtual Toys, Lexis Numerique"
Scooby-Doo! and the Spooky Swamp,Wii,Action,Warner Bros. Interactive Entertainment,0.43,,,,,,
Luxor: The Wrath of Set,PSP,Puzzle,Mumbo Jumbo,0.02,17-Nov-06,60.0,16.0,tbd,,MumboJumbo
My Fitness Coach 2: Exercise and Nutrition,Wii,Sports,Black Bean Games,0.15,,,,,,
MLB 13: The Show,PSV,Sports,Sony Computer Entertainment,0.08,5-Mar-13,75.0,7.0,7.3,17.0,SCEA
Metro: Last Light,X360,Shooter,Deep Silver,0.27,14-May-13,80.0,20.0,8.5,386.0,4A Games
Planet 51,PS3,Action,Sega,0.09,17-Nov-09,50.0,11.0,tbd,,Pyro Studios
Hana to Ikimo no Rittai Zukan,3DS,Misc,Nintendo,0.04,,,,,,
DJ Hero,X360,Misc,Activision,1.02,27-Oct-09,84.0,72.0,8.4,37.0,FreeStyleGames
Mini Desktop Racing,Wii,Racing,Popcorn Arcade,0.01,4-Dec-07,,,2.3,6.0,Data Design Interactive
Supreme Commander 2,X360,Strategy,Square Enix,0.31,17-Mar-10,75.0,28.0,7.4,20.0,Gas Powered Games
Dragon Ball Z: Tenkaichi Tag Team,PSP,Fighting,Namco Bandai Games,0.23,19-Oct-10,63.0,22.0,8.9,10.0,Spike
LEGO Pirates of the Caribbean: The Video Game,3DS,Action,Disney Interactive Studios,0.5,10-May-11,71.0,16.0,7.1,18.0,Traveller's Tales
Marvel Super Hero Squad: The Infinity Gauntlet,PS3,Action,THQ,0.12,16-Nov-10,54.0,6.0,tbd,,THQ
Kidou Senshi Gundam: Extreme VS,PS3,Fighting,Namco Bandai Games,0.54,,,,,,
Inazuma Eleven GO Strikers 2013,Wii,Sports,Level 5,0.1,,,,,,
Transformers: Fall of Cybertron,X360,Action,Activision,0.35,21-Aug-12,79.0,52.0,8.4,138.0,High Moon Studios
NCAA Basketball 10,PS3,Sports,Electronic Arts,0.31,16-Nov-09,75.0,17.0,6.8,4.0,EA Canada
Trivial Pursuit,X360,Misc,Electronic Arts,0.36,10-Mar-09,66.0,19.0,6.5,8.0,EA Bright Light
World Championship Poker 2: Featuring Howard Lederer,PSP,Misc,505 Games,0.14,11-Dec-05,65.0,17.0,2.8,17.0,Crave
Bee Movie Game,X360,Action,Activision,0.16,30-Oct-07,71.0,25.0,5.5,8.0,Beenox
We Love Golf!,Wii,Sports,Capcom,0.22,,,,,,
Darksiders II,PS3,Action,THQ,0.72,14-Aug-12,84.0,39.0,6.9,358.0,Vigil Games
NatGeo Challenge! Wild Life,PS3,Misc,Black Bean Games,0.08,,,,,,
Football Manager Handheld 2009,PSP,Sports,Sega,0.48,,,,,,
Nyaruko-San: Nafushigatai Game no You na Mono,PSV,Adventure,5pb,0.01,,,,,,
Bully: Scholarship Edition,Wii,Action,Take-Two Interactive,0.49,4-Mar-08,83.0,34.0,8.3,45.0,Rockstar Toronto
The Kore Gang,Wii,Platform,Flashpoint Games,0.04,8-Nov-11,70.0,10.0,8.8,5.0,Snap Dragon Games
NBA 2K7,PS3,Sports,Take-Two Interactive,0.36,13-Nov-06,80.0,20.0,7.1,7.0,Visual Concepts
Super Street Fighter IV: 3D Edition,3DS,Fighting,Capcom,1.01,27-Mar-11,85.0,69.0,8.2,143.0,Capcom
Doom 3 BFG Edition,X360,Shooter,Bethesda Softworks,0.4,16-Oct-12,67.0,30.0,6.3,114.0,id Software
Target: Terror,Wii,Shooter,Konami Digital Entertainment,0.07,22-Apr-08,33.0,19.0,2.7,16.0,Leviathan Games
Crush,PSP,Puzzle,Sega,0.08,29-May-07,83.0,41.0,9.2,17.0,Zoe Mode
Don King Boxing,Wii,Sports,Take-Two Interactive,0.24,31-Mar-09,55.0,17.0,tbd,,2K Shanghai
Transformers: Dark of the Moon,3DS,Action,Activision,0.18,,,,,,
Tiger Woods PGA Tour 11,X360,Sports,Electronic Arts,0.49,8-Jun-10,79.0,51.0,7.7,17.0,EA Sports
Saints Row IV,PS3,Action,Deep Silver,0.86,20-Aug-13,76.0,26.0,6.2,225.0,Volition Inc.
Disgaea 4: A Promise Unforgotten,PSV,Role-Playing,Nippon Ichi Software,0.03,TBA 2014,,,,,Nippon Ichi Software
Condemned 2: Bloodshot,X360,Shooter,Sega,0.6,11-Mar-08,80.0,76.0,8.6,150.0,Monolith Productions
Qubed,X360,Puzzle,Atari,0.07,15-Sep-09,,,tbd,,Q Entertainment
God of War: Ghost of Sparta,PSP,Action,Sony Computer Entertainment,0.91,2-Nov-10,86.0,73.0,8.3,163.0,Ready at Dawn
NHL Slapshot,Wii,Sports,Unknown,0.4,7-Sep-10,76.0,25.0,8.3,4.0,EA Sports
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,Adventure,Banpresto,0.15,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,Misc,Paon Corporation,0.02,,,,,,
Knack,PS4,Action,Sony Computer Entertainment,0.55,15-Nov-13,54.0,83.0,6.6,665.0,SCE Japan Studio
Family Guy: Back to the Multiverse,X360,Action,Activision,0.2,20-Nov-12,39.0,28.0,4.8,37.0,Heavy Iron Studios
Wing Island,Wii,Simulation,Konami Digital Entertainment,0.04,20-Mar-07,47.0,32.0,4.9,8.0,CAProduction
Prince of Persia: The Forgotten Sands,X360,Action,Ubisoft,0.58,18-May-10,74.0,69.0,7.7,87.0,Ubisoft Montreal
Dark Void,PS3,Action,Capcom,0.32,19-Jan-10,59.0,50.0,5.6,30.0,Airtight Games
Tomb Raider: Anniversary,X360,Action,Eidos Interactive,0.38,23-Oct-07,77.0,33.0,7.9,15.0,Crystal Dynamics
Shadow of the Colossus,PS3,Adventure,Sony Computer Entertainment,0.04,17-Jan-12,,,8.7,28.0,Bluepoint Games
L.A. Noire,X360,Adventure,Take-Two Interactive,2.5,17-May-11,89.0,83.0,7.7,747.0,Team Bondi
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,Fighting,Konami Digital Entertainment,0.02,,,,,,
Rooms: The Main Building,Wii,Adventure,Hudson Soft,0.05,23-Mar-10,60.0,8.0,tbd,,Hudson Entertainment
Corpse Party: Blood Covered - Repeated Fear,PSP,Adventure,5pb,0.05,,,,,,
Tales of Xillia,PS3,Role-Playing,Namco Bandai Games,1.06,6-Aug-13,78.0,65.0,8.6,294.0,Bandai Namco Games
All Star Cheer Squad,Wii,Sports,THQ,0.78,27-Oct-08,,,5.2,10.0,Gorilla Games
Cabela's North American Adventures,Wii,Sports,Activision,0.19,14-Sep-10,,,tbd,,FUN Labs
Mayhem 3D,PS3,Racing,Evolved Games,0.03,25-Mar-11,53.0,5.0,tbd,,Zoo Games
Toukiden,PSP,Action,Tecmo Koei,0.17,,,,,,
Date A Live: Rine Utopia,PS3,Adventure,Compile Heart,0.04,,,,,,
Happy Feet Two,Wii,Adventure,Warner Bros. Interactive Entertainment,0.06,,,,,,
One Piece Pirate Musou,PS3,Action,Namco Bandai Games,1.11,,,,,,
Serious Sam HD: Gold Edition,X360,Shooter,Mastertronic,0.02,,,,,,
Deca Sports Extreme,3DS,Sports,Hudson Soft,0.1,13-Sep-11,52.0,6.0,tbd,,Hudson Soft
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,Shooter,Ubisoft,1.01,23-Aug-07,84.0,29.0,8.2,32.0,"Red Storm Entertainment, Ubisoft Paris"
Marvel Super Hero Squad: The Infinity Gauntlet,X360,Action,THQ,0.12,16-Nov-10,55.0,10.0,5.6,5.0,THQ
N3: Ninety-Nine Nights,X360,Action,Microsoft Game Studios,0.28,,,,,,
Ninja Gaiden Sigma 2,PSV,Action,Tecmo Koei,0.01,,,,,,
Pro Yakyuu Spirits 6,PS3,Sports,Konami Digital Entertainment,0.15,,,,,,
Jikkyou Powerful Pro Yakyuu 2013,PSP,Sports,Konami Digital Entertainment,0.14,,,,,,
Little League World Series Baseball 2009,Wii,Sports,Activision,0.15,23-Jun-09,,,tbd,,Now Production
Senran Kagura Burst: Guren no Shoujotachi,3DS,Action,Marvelous Entertainment,0.14,,,,,,
Chuck E. Cheese's Super Collection,Wii,Action,UFO Interactive,0.02,7-Sep-11,,,tbd,,UFO Interactive
Kinectimals,X360,Simulation,Microsoft Game Studios,1.49,4-Nov-10,74.0,50.0,6.3,29.0,Frontier Developments
Brave: A Warrior's Tale,X360,Action,SouthPeak Games,0.05,4-Aug-09,42.0,17.0,tbd,,Collision Studios
Daikaijuu Battle: Ultra Coliseum,Wii,Fighting,Namco Bandai Games,0.02,,,,,,
Virtua Tennis: World Tour (jp sales),PSP,Sports,Sega,0.02,,,,,,
Challenge Me: Word Puzzles,Wii,Puzzle,O-Games,0.01,3-May-11,,,tbd,,O-Games
Madden NFL 06,PSP,Sports,Electronic Arts,0.75,20-Sep-05,75.0,23.0,7.9,16.0,EA Tiburon
Sega Genesis Collection,PSP,Misc,Sega,1.4,16-Nov-06,82.0,22.0,8.1,8.0,Sega
FIFA Soccer 12,PS3,Sports,Electronic Arts,6.48,27-Sep-11,90.0,44.0,7.2,284.0,Electronic Arts
Splatterhouse,X360,Action,Namco Bandai Games,0.16,23-Nov-10,62.0,51.0,7.6,49.0,Namco Bandai Games America
Clive Barker's Jericho,X360,Shooter,Codemasters,0.3,23-Oct-07,63.0,46.0,7.6,58.0,"Mercury Steam, Alchemic Productions"
Spider-Man: Friend or Foe,Wii,Action,Activision,0.14,2-Oct-07,59.0,29.0,8,6.0,Next Level Games
SingStar Vol. 3,PS3,Misc,Sony Computer Entertainment,0.09,,,,,,
Bejeweled 3,PS3,Puzzle,Unknown,0.1,15-Nov-11,76.0,5.0,tbd,,PopCap
Pocket Soccer League: Calciobit,3DS,Action,Nintendo,0.1,,,,,,
